"ID";"Gezondheid";"Persoonskenmerken";"Perioden";"NietZoGelukkig_1";"Gelukkig_2";"NietZoTevredenMetHetLeven_3";"TevredenMetHetLeven_4"
"1076";"  234";"12600";"2009JJ00";"      10";"      90";"      10";"      90"
"1077";"  234";"12600";"2010XX00";"      10";"      90";"      11";"      89"
"1078";"  234";"12600";"2010JJ00";"      13";"      87";"      14";"      86"
"1079";"  234";"12600";"2012JJ00";"       .";"       .";"       .";"       ."
"1080";"  234";"12650";"2003JJ00";"       .";"       .";"       .";"       ."
"1081";"  234";"12650";"2004JJ00";"       .";"       .";"       .";"       ."
"1082";"  234";"12650";"2005JJ00";"      16";"      84";"      15";"      85"
"1083";"  234";"12650";"2006JJ00";"      12";"      88";"      15";"      85"
"1084";"  234";"12650";"2007JJ00";"      16";"      84";"      15";"      85"
"1085";"  234";"12650";"2008JJ00";"      14";"      86";"      14";"      86"
"1086";"  234";"12650";"2009JJ00";"      13";"      87";"      18";"      82"
"1087";"  234";"12650";"2010XX00";"      15";"      85";"      16";"      84"
"1088";"  234";"12650";"2010JJ00";"      19";"      81";"      17";"      83"
"1089";"  234";"12650";"2012JJ00";"       .";"       .";"       .";"       ."
"1090";"  234";"13000";"2003JJ00";"       .";"       .";"       .";"       ."
"1091";"  234";"13000";"2004JJ00";"       .";"       .";"       .";"       ."
"1092";"  234";"13000";"2005JJ00";"      27";"      73";"      26";"      74"
"1093";"  234";"13000";"2006JJ00";"      18";"      82";"      29";"      71"
"1094";"  234";"13000";"2007JJ00";"      24";"      76";"      18";"      82"
"1095";"  234";"13000";"2008JJ00";"      25";"      75";"      20";"      80"
"1096";"  234";"13000";"2009JJ00";"      19";"      81";"      21";"      79"
"1097";"  234";"13000";"2010XX00";"      19";"      81";"      22";"      78"
"1098";"  234";"13000";"2010JJ00";"      24";"      76";"      16";"      84"
"1099";"  234";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
"1100";"  567";"10001";"2003JJ00";"       .";"       .";"       .";"       ."
"1101";"  567";"10001";"2004JJ00";"       .";"       .";"       .";"       ."
"1102";"  567";"10001";"2005JJ00";"      13";"      87";"      13";"      87"
"1103";"  567";"10001";"2006JJ00";"      11";"      89";"      12";"      88"
"1104";"  567";"10001";"2007JJ00";"      12";"      88";"      12";"      88"
"1105";"  567";"10001";"2008JJ00";"      11";"      89";"      11";"      89"
"1106";"  567";"10001";"2009JJ00";"      12";"      88";"      12";"      88"
"1107";"  567";"10001";"2010XX00";"      12";"      88";"      14";"      86"
"1108";"  567";"10001";"2010JJ00";"      16";"      84";"      15";"      85"
"1109";"  567";"10001";"2012JJ00";"       .";"       .";"       .";"       ."
"1110";"  567";"15400";"2003JJ00";"       .";"       .";"       .";"       ."
"1111";"  567";"15400";"2004JJ00";"       .";"       .";"       .";"       ."
"1112";"  567";"15400";"2005JJ00";"      12";"      88";"      12";"      88"
"1113";"  567";"15400";"2006JJ00";"       9";"      91";"      11";"      89"
"1114";"  567";"15400";"2007JJ00";"      10";"      90";"      11";"      89"
"1115";"  567";"15400";"2008JJ00";"      11";"      89";"      10";"      90"
"1116";"  567";"15400";"2009JJ00";"       9";"      91";"      11";"      89"
"1117";"  567";"15400";"2010XX00";"      10";"      90";"      13";"      87"
"1118";"  567";"15400";"2010JJ00";"      13";"      87";"      14";"      86"
"1119";"  567";"15400";"2012JJ00";"       .";"       .";"       .";"       ."
"1120";"  567";"15450";"2003JJ00";"       .";"       .";"       .";"       ."
"1121";"  567";"15450";"2004JJ00";"       .";"       .";"       .";"       ."
"1122";"  567";"15450";"2005JJ00";"      14";"      86";"      14";"      86"
"1123";"  567";"15450";"2006JJ00";"      14";"      86";"      13";"      87"
"1124";"  567";"15450";"2007JJ00";"      15";"      85";"      12";"      88"
"1125";"  567";"15450";"2008JJ00";"      12";"      88";"      13";"      87"
"1126";"  567";"15450";"2009JJ00";"      16";"      84";"      13";"      87"
"1127";"  567";"15450";"2010XX00";"      15";"      85";"      15";"      85"
"1128";"  567";"15450";"2010JJ00";"      19";"      81";"      16";"      84"
"1129";"  567";"15450";"2012JJ00";"       .";"       .";"       .";"       ."
"1130";"  567";"53110";"2003JJ00";"       .";"       .";"       .";"       ."
"1131";"  567";"53110";"2004JJ00";"       .";"       .";"       .";"       ."
"1132";"  567";"53110";"2005JJ00";"      12";"      88";"      12";"      88"
"1133";"  567";"53110";"2006JJ00";"       7";"      93";"      10";"      90"
"1134";"  567";"53110";"2007JJ00";"       9";"      91";"       8";"      92"
"1135";"  567";"53110";"2008JJ00";"       7";"      93";"       9";"      91"
"1136";"  567";"53110";"2009JJ00";"       9";"      91";"      11";"      89"
"1137";"  567";"53110";"2010XX00";"       7";"      93";"      11";"      89"
"1138";"  567";"53110";"2010JJ00";"      14";"      86";"      14";"      86"
"1139";"  567";"53110";"2012JJ00";"       .";"       .";"       .";"       ."
"1140";"  567";"53705";"2003JJ00";"       .";"       .";"       .";"       ."
"1141";"  567";"53705";"2004JJ00";"       .";"       .";"       .";"       ."
"1142";"  567";"53705";"2005JJ00";"      12";"      88";"      14";"      86"
"1143";"  567";"53705";"2006JJ00";"      11";"      89";"      14";"      86"
"1144";"  567";"53705";"2007JJ00";"      10";"      90";"      11";"      89"
"1145";"  567";"53705";"2008JJ00";"      12";"      88";"      13";"      87"
"1146";"  567";"53705";"2009JJ00";"      13";"      87";"      13";"      87"
"1147";"  567";"53705";"2010XX00";"      12";"      88";"      16";"      84"
"1148";"  567";"53705";"2010JJ00";"      15";"      85";"      16";"      84"
"1149";"  567";"53705";"2012JJ00";"       .";"       .";"       .";"       ."
"1150";"  567";"53850";"2003JJ00";"       .";"       .";"       .";"       ."
"1151";"  567";"53850";"2004JJ00";"       .";"       .";"       .";"       ."
"1152";"  567";"53850";"2005JJ00";"      12";"      88";"      14";"      86"
"1153";"  567";"53850";"2006JJ00";"      11";"      89";"      12";"      88"
"1154";"  567";"53850";"2007JJ00";"      13";"      87";"      12";"      88"
"1155";"  567";"53850";"2008JJ00";"      11";"      89";"      10";"      90"
"1156";"  567";"53850";"2009JJ00";"       9";"      91";"      11";"      89"
"1157";"  567";"53850";"2010XX00";"      14";"      86";"      14";"      86"
"1158";"  567";"53850";"2010JJ00";"      15";"      85";"      15";"      85"
"1159";"  567";"53850";"2012JJ00";"       .";"       .";"       .";"       ."
"1160";"  567";"15700";"2003JJ00";"       .";"       .";"       .";"       ."
"1161";"  567";"15700";"2004JJ00";"       .";"       .";"       .";"       ."
"1162";"  567";"15700";"2005JJ00";"      15";"      85";"      12";"      88"
"1163";"  567";"15700";"2006JJ00";"      14";"      86";"       9";"      91"
"1164";"  567";"15700";"2007JJ00";"      15";"      85";"      14";"      86"
"1165";"  567";"15700";"2008JJ00";"      14";"      86";"      11";"      89"
"1166";"  567";"15700";"2009JJ00";"      16";"      84";"      12";"      88"
"1167";"  567";"15700";"2010XX00";"      14";"      86";"      13";"      87"
"1168";"  567";"15700";"2010JJ00";"      19";"      81";"      14";"      86"
"1169";"  567";"15700";"2012JJ00";"       .";"       .";"       .";"       ."
"1170";"  567";"12600";"2003JJ00";"       .";"       .";"       .";"       ."
"1171";"  567";"12600";"2004JJ00";"       .";"       .";"       .";"       ."
"1172";"  567";"12600";"2005JJ00";"      10";"      90";"      12";"      88"
"1173";"  567";"12600";"2006JJ00";"       9";"      91";"      10";"      90"
"1174";"  567";"12600";"2007JJ00";"      11";"      89";"      11";"      89"
"1175";"  567";"12600";"2008JJ00";"      10";"      90";"      10";"      90"
"1176";"  567";"12600";"2009JJ00";"      10";"      90";"      10";"      90"
"1177";"  567";"12600";"2010XX00";"      11";"      89";"      12";"      88"
"1178";"  567";"12600";"2010JJ00";"      15";"      85";"      14";"      86"
"1179";"  567";"12600";"2012JJ00";"       .";"       .";"       .";"       ."
"1180";"  567";"12650";"2003JJ00";"       .";"       .";"       .";"       ."
"1181";"  567";"12650";"2004JJ00";"       .";"       .";"       .";"       ."
"1182";"  567";"12650";"2005JJ00";"      15";"      85";"      13";"      87"
"1183";"  567";"12650";"2006JJ00";"      14";"      86";"      18";"      82"
"1184";"  567";"12650";"2007JJ00";"      11";"      89";"      13";"      87"
"1185";"  567";"12650";"2008JJ00";"      15";"      85";"      15";"      85"
"1186";"  567";"12650";"2009JJ00";"      13";"      87";"      15";"      85"
"1187";"  567";"12650";"2010XX00";"       .";"       .";"       .";"       ."
"1188";"  567";"12650";"2010JJ00";"      16";"      84";"      13";"      87"
"1189";"  567";"12650";"2012JJ00";"       .";"       .";"       .";"       ."
"1190";"  567";"13000";"2003JJ00";"       .";"       .";"       .";"       ."
"1191";"  567";"13000";"2004JJ00";"       .";"       .";"       .";"       ."
"1192";"  567";"13000";"2005JJ00";"      30";"      70";"      27";"      73"
"1193";"  567";"13000";"2006JJ00";"      22";"      78";"      24";"      76"
"1194";"  567";"13000";"2007JJ00";"      26";"      74";"      21";"      79"
"1195";"  567";"13000";"2008JJ00";"      23";"      77";"      20";"      80"
"1196";"  567";"13000";"2009JJ00";"      30";"      70";"      26";"      74"
"1197";"  567";"13000";"2010XX00";"      27";"      73";"      28";"      72"
"1198";"  567";"13000";"2010JJ00";"      25";"      75";"      26";"      74"
"1199";"  567";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
"1200";"  890";"10001";"2003JJ00";"       .";"       .";"       .";"       ."
"1201";"  890";"10001";"2004JJ00";"       .";"       .";"       .";"       ."
"1202";"  890";"10001";"2005JJ00";"      14";"      86";"      17";"      83"
"1203";"  890";"10001";"2006JJ00";"      15";"      85";"      17";"      83"
"1204";"  890";"10001";"2007JJ00";"      17";"      83";"      19";"      81"
"1205";"  890";"10001";"2008JJ00";"      12";"      88";"      14";"      86"
"1206";"  890";"10001";"2009JJ00";"      12";"      88";"      16";"      84"
"1207";"  890";"10001";"2010XX00";"      15";"      85";"      17";"      83"
"1208";"  890";"10001";"2010JJ00";"      21";"      79";"      20";"      80"
"1209";"  890";"10001";"2012JJ00";"       .";"       .";"       .";"       ."
"1210";"  890";"15400";"2003JJ00";"       .";"       .";"       .";"       ."
"1211";"  890";"15400";"2004JJ00";"       .";"       .";"       .";"       ."
"1212";"  890";"15400";"2005JJ00";"      11";"      89";"      17";"      83"
"1213";"  890";"15400";"2006JJ00";"      15";"      85";"      16";"      84"
"1214";"  890";"15400";"2007JJ00";"      14";"      86";"      18";"      82"
"1215";"  890";"15400";"2008JJ00";"       9";"      91";"      12";"      88"
"1216";"  890";"15400";"2009JJ00";"      12";"      88";"      16";"      84"
"1217";"  890";"15400";"2010XX00";"      12";"      88";"      15";"      85"
"1218";"  890";"15400";"2010JJ00";"      18";"      82";"      19";"      81"
"1219";"  890";"15400";"2012JJ00";"       .";"       .";"       .";"       ."
"1220";"  890";"15450";"2003JJ00";"       .";"       .";"       .";"       ."
"1221";"  890";"15450";"2004JJ00";"       .";"       .";"       .";"       ."
"1222";"  890";"15450";"2005JJ00";"      15";"      85";"      16";"      84"
"1223";"  890";"15450";"2006JJ00";"      15";"      85";"      17";"      83"
"1224";"  890";"15450";"2007JJ00";"      19";"      81";"      20";"      80"
"1225";"  890";"15450";"2008JJ00";"      14";"      86";"      15";"      85"
"1226";"  890";"15450";"2009JJ00";"      13";"      87";"      16";"      84"
"1227";"  890";"15450";"2010XX00";"      18";"      82";"      18";"      82"
"1228";"  890";"15450";"2010JJ00";"      24";"      76";"      21";"      79"
"1229";"  890";"15450";"2012JJ00";"       .";"       .";"       .";"       ."
"1230";"  890";"53110";"2003JJ00";"       .";"       .";"       .";"       ."
"1231";"  890";"53110";"2004JJ00";"       .";"       .";"       .";"       ."
"1232";"  890";"53110";"2005JJ00";"       6";"      94";"      16";"      84"
"1233";"  890";"53110";"2006JJ00";"      12";"      88";"      18";"      82"
"1234";"  890";"53110";"2007JJ00";"       .";"       .";"       .";"       ."
"1235";"  890";"53110";"2008JJ00";"      11";"      89";"      14";"      86"
"1236";"  890";"53110";"2009JJ00";"      14";"      86";"      18";"      82"
"1237";"  890";"53110";"2010XX00";"       .";"       .";"       .";"       ."
"1238";"  890";"53110";"2010JJ00";"       .";"       .";"       .";"       ."
"1239";"  890";"53110";"2012JJ00";"       .";"       .";"       .";"       ."
"1240";"  890";"53705";"2003JJ00";"       .";"       .";"       .";"       ."
"1241";"  890";"53705";"2004JJ00";"       .";"       .";"       .";"       ."
"1242";"  890";"53705";"2005JJ00";"      15";"      85";"      17";"      83"
"1243";"  890";"53705";"2006JJ00";"      17";"      83";"      17";"      83"
"1244";"  890";"53705";"2007JJ00";"      14";"      86";"      20";"      80"
"1245";"  890";"53705";"2008JJ00";"      14";"      86";"      16";"      84"
"1246";"  890";"53705";"2009JJ00";"      10";"      90";"      16";"      84"
"1247";"  890";"53705";"2010XX00";"      15";"      85";"      18";"      82"
"1248";"  890";"53705";"2010JJ00";"      22";"      78";"      23";"      77"
"1249";"  890";"53705";"2012JJ00";"       .";"       .";"       .";"       ."
"1250";"  890";"53850";"2003JJ00";"       .";"       .";"       .";"       ."
"1251";"  890";"53850";"2004JJ00";"       .";"       .";"       .";"       ."
"1252";"  890";"53850";"2005JJ00";"      16";"      84";"      19";"      81"
"1253";"  890";"53850";"2006JJ00";"      15";"      85";"      17";"      83"
"1254";"  890";"53850";"2007JJ00";"      19";"      81";"      18";"      82"
"1255";"  890";"53850";"2008JJ00";"      13";"      87";"      16";"      84"
"1256";"  890";"53850";"2009JJ00";"      14";"      86";"      17";"      83"
"1257";"  890";"53850";"2010XX00";"      13";"      87";"      14";"      86"
"1258";"  890";"53850";"2010JJ00";"      19";"      81";"      20";"      80"
"1259";"  890";"53850";"2012JJ00";"       .";"       .";"       .";"       ."
"1260";"  890";"15700";"2003JJ00";"       .";"       .";"       .";"       ."
"1261";"  890";"15700";"2004JJ00";"       .";"       .";"       .";"       ."
"1262";"  890";"15700";"2005JJ00";"      13";"      87";"      12";"      88"
"1263";"  890";"15700";"2006JJ00";"      15";"      85";"      14";"      86"
"1264";"  890";"15700";"2007JJ00";"      18";"      82";"      18";"      82"
"1265";"  890";"15700";"2008JJ00";"       8";"      92";"       6";"      94"
"1266";"  890";"15700";"2009JJ00";"      13";"      87";"      14";"      86"
"1267";"  890";"15700";"2010XX00";"       .";"       .";"       .";"       ."
"1268";"  890";"15700";"2010JJ00";"       .";"       .";"       .";"       ."
"1269";"  890";"15700";"2012JJ00";"       .";"       .";"       .";"       ."
"1270";"  890";"12600";"2003JJ00";"       .";"       .";"       .";"       ."
"1271";"  890";"12600";"2004JJ00";"       .";"       .";"       .";"       ."
"1272";"  890";"12600";"2005JJ00";"      11";"      89";"      15";"      85"
"1273";"  890";"12600";"2006JJ00";"      13";"      87";"      16";"      84"
"1274";"  890";"12600";"2007JJ00";"      14";"      86";"      17";"      83"
"1275";"  890";"12600";"2008JJ00";"      10";"      90";"      12";"      88"
"1276";"  890";"12600";"2009JJ00";"      12";"      88";"      14";"      86"
"1277";"  890";"12600";"2010XX00";"      11";"      89";"      14";"      86"
"1278";"  890";"12600";"2010JJ00";"      20";"      80";"      20";"      80"
"1279";"  890";"12600";"2012JJ00";"       .";"       .";"       .";"       ."
"1280";"  890";"12650";"2003JJ00";"       .";"       .";"       .";"       ."
"1281";"  890";"12650";"2004JJ00";"       .";"       .";"       .";"       ."
"1282";"  890";"12650";"2005JJ00";"       .";"       .";"       .";"       ."
"1283";"  890";"12650";"2006JJ00";"       .";"       .";"       .";"       ."
"1284";"  890";"12650";"2007JJ00";"       .";"       .";"       .";"       ."
"1285";"  890";"12650";"2008JJ00";"       .";"       .";"       .";"       ."
"1286";"  890";"12650";"2009JJ00";"       .";"       .";"       .";"       ."
"1287";"  890";"12650";"2010XX00";"       .";"       .";"       .";"       ."
"1288";"  890";"12650";"2010JJ00";"       .";"       .";"       .";"       ."
"1289";"  890";"12650";"2012JJ00";"       .";"       .";"       .";"       ."
"1290";"  890";"13000";"2003JJ00";"       .";"       .";"       .";"       ."
"1291";"  890";"13000";"2004JJ00";"       .";"       .";"       .";"       ."
"1292";"  890";"13000";"2005JJ00";"       .";"       .";"       .";"       ."
"1293";"  890";"13000";"2006JJ00";"       .";"       .";"       .";"       ."
"1294";"  890";"13000";"2007JJ00";"       .";"       .";"       .";"       ."
"1295";"  890";"13000";"2008JJ00";"       .";"       .";"       .";"       ."
"1296";"  890";"13000";"2009JJ00";"      19";"      81";"      29";"      71"
"1297";"  890";"13000";"2010XX00";"       .";"       .";"       .";"       ."
"1298";"  890";"13000";"2010JJ00";"       .";"       .";"       .";"       ."
"1299";"  890";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
"1300";"   23";"10001";"2003JJ00";"       .";"       .";"       .";"       ."
"1301";"   23";"10001";"2004JJ00";"       .";"       .";"       .";"       ."
"1302";"   23";"10001";"2005JJ00";"      14";"      86";"      16";"      84"
"1303";"   23";"10001";"2006JJ00";"      13";"      87";"      16";"      84"
"1304";"   23";"10001";"2007JJ00";"      13";"      87";"      14";"      86"
"1305";"   23";"10001";"2008JJ00";"      13";"      87";"      14";"      86"
"1306";"   23";"10001";"2009JJ00";"      11";"      89";"      13";"      87"
"1307";"   23";"10001";"2010XX00";"       .";"       .";"       .";"       ."
"1308";"   23";"10001";"2010JJ00";"       .";"       .";"       .";"       ."
"1309";"   23";"10001";"2012JJ00";"       .";"       .";"       .";"       ."
"1310";"   23";"15400";"2003JJ00";"       .";"       .";"       .";"       ."
"1311";"   23";"15400";"2004JJ00";"       .";"       .";"       .";"       ."
"1312";"   23";"15400";"2005JJ00";"      13";"      87";"      15";"      85"
"1313";"   23";"15400";"2006JJ00";"      11";"      89";"      15";"      85"
"1314";"   23";"15400";"2007JJ00";"      12";"      88";"      14";"      86"
"1315";"   23";"15400";"2008JJ00";"      12";"      88";"      13";"      87"
"1316";"   23";"15400";"2009JJ00";"       8";"      92";"      11";"      89"
"1317";"   23";"15400";"2010XX00";"       .";"       .";"       .";"       ."
"1318";"   23";"15400";"2010JJ00";"       .";"       .";"       .";"       ."
"1319";"   23";"15400";"2012JJ00";"       .";"       .";"       .";"       ."
"1320";"   23";"15450";"2003JJ00";"       .";"       .";"       .";"       ."
"1321";"   23";"15450";"2004JJ00";"       .";"       .";"       .";"       ."
"1322";"   23";"15450";"2005JJ00";"      16";"      84";"      17";"      83"
"1323";"   23";"15450";"2006JJ00";"      14";"      86";"      16";"      84"
"1324";"   23";"15450";"2007JJ00";"      15";"      85";"      14";"      86"
"1325";"   23";"15450";"2008JJ00";"      14";"      86";"      15";"      85"
"1326";"   23";"15450";"2009JJ00";"      14";"      86";"      15";"      85"
"1327";"   23";"15450";"2010XX00";"       .";"       .";"       .";"       ."
"1328";"   23";"15450";"2010JJ00";"       .";"       .";"       .";"       ."
"1329";"   23";"15450";"2012JJ00";"       .";"       .";"       .";"       ."
"1330";"   23";"53110";"2003JJ00";"       .";"       .";"       .";"       ."
"1331";"   23";"53110";"2004JJ00";"       .";"       .";"       .";"       ."
"1332";"   23";"53110";"2005JJ00";"      10";"      90";"      14";"      86"
"1333";"   23";"53110";"2006JJ00";"       9";"      91";"      13";"      87"
"1334";"   23";"53110";"2007JJ00";"       9";"      91";"       9";"      91"
"1335";"   23";"53110";"2008JJ00";"       8";"      92";"      10";"      90"
"1336";"   23";"53110";"2009JJ00";"       6";"      94";"       8";"      92"
"1337";"   23";"53110";"2010XX00";"       .";"       .";"       .";"       ."
"1338";"   23";"53110";"2010JJ00";"       .";"       .";"       .";"       ."
"1339";"   23";"53110";"2012JJ00";"       .";"       .";"       .";"       ."
"1340";"   23";"53705";"2003JJ00";"       .";"       .";"       .";"       ."
"1341";"   23";"53705";"2004JJ00";"       .";"       .";"       .";"       ."
"1342";"   23";"53705";"2005JJ00";"      13";"      87";"      15";"      85"
"1343";"   23";"53705";"2006JJ00";"      12";"      88";"      15";"      85"
"1344";"   23";"53705";"2007JJ00";"      10";"      90";"      13";"      87"
"1345";"   23";"53705";"2008JJ00";"      14";"      86";"      15";"      85"
"1346";"   23";"53705";"2009JJ00";"      10";"      90";"      13";"      87"
"1347";"   23";"53705";"2010XX00";"       .";"       .";"       .";"       ."
"1348";"   23";"53705";"2010JJ00";"       .";"       .";"       .";"       ."
"1349";"   23";"53705";"2012JJ00";"       .";"       .";"       .";"       ."
"1350";"   23";"53850";"2003JJ00";"       .";"       .";"       .";"       ."
"1351";"   23";"53850";"2004JJ00";"       .";"       .";"       .";"       ."
"1352";"   23";"53850";"2005JJ00";"      16";"      84";"      20";"      80"
"1353";"   23";"53850";"2006JJ00";"      15";"      85";"      19";"      81"
"1354";"   23";"53850";"2007JJ00";"      16";"      84";"      17";"      83"
"1355";"   23";"53850";"2008JJ00";"      12";"      88";"      13";"      87"
"1356";"   23";"53850";"2009JJ00";"      11";"      89";"      13";"      87"
"1357";"   23";"53850";"2010XX00";"       .";"       .";"       .";"       ."
"1358";"   23";"53850";"2010JJ00";"       .";"       .";"       .";"       ."
"1359";"   23";"53850";"2012JJ00";"       .";"       .";"       .";"       ."
"1360";"   23";"15700";"2003JJ00";"       .";"       .";"       .";"       ."
"1361";"   23";"15700";"2004JJ00";"       .";"       .";"       .";"       ."
"1362";"   23";"15700";"2005JJ00";"      20";"      80";"      15";"      85"
"1363";"   23";"15700";"2006JJ00";"      16";"      84";"      16";"      84"
"1364";"   23";"15700";"2007JJ00";"      21";"      79";"      19";"      81"
"1365";"   23";"15700";"2008JJ00";"      19";"      81";"      16";"      84"
"1366";"   23";"15700";"2009JJ00";"      18";"      82";"      17";"      83"
"1367";"   23";"15700";"2010XX00";"       .";"       .";"       .";"       ."
"1368";"   23";"15700";"2010JJ00";"       .";"       .";"       .";"       ."
"1369";"   23";"15700";"2012JJ00";"       .";"       .";"       .";"       ."
"1370";"   23";"12600";"2003JJ00";"       .";"       .";"       .";"       ."
"1371";"   23";"12600";"2004JJ00";"       .";"       .";"       .";"       ."
"1372";"   23";"12600";"2005JJ00";"      12";"      88";"      14";"      86"
"1373";"   23";"12600";"2006JJ00";"      11";"      89";"      13";"      87"
"1374";"   23";"12600";"2007JJ00";"      12";"      88";"      14";"      86"
"1375";"   23";"12600";"2008JJ00";"      12";"      88";"      13";"      87"
"1376";"   23";"12600";"2009JJ00";"      11";"      89";"      12";"      88"
"1377";"   23";"12600";"2010XX00";"       .";"       .";"       .";"       ."
"1378";"   23";"12600";"2010JJ00";"       .";"       .";"       .";"       ."
"1379";"   23";"12600";"2012JJ00";"       .";"       .";"       .";"       ."
"1380";"   23";"12650";"2003JJ00";"       .";"       .";"       .";"       ."
"1381";"   23";"12650";"2004JJ00";"       .";"       .";"       .";"       ."
"1382";"   23";"12650";"2005JJ00";"      18";"      82";"      18";"      82"
"1383";"   23";"12650";"2006JJ00";"      13";"      87";"      19";"      81"
"1384";"   23";"12650";"2007JJ00";"      15";"      85";"      15";"      85"
"1385";"   23";"12650";"2008JJ00";"      14";"      86";"      21";"      79"
"1386";"   23";"12650";"2009JJ00";"      11";"      89";"      16";"      84"
"1387";"   23";"12650";"2010XX00";"       .";"       .";"       .";"       ."
"1388";"   23";"12650";"2010JJ00";"       .";"       .";"       .";"       ."
"1389";"   23";"12650";"2012JJ00";"       .";"       .";"       .";"       ."
"1390";"   23";"13000";"2003JJ00";"       .";"       .";"       .";"       ."
"1391";"   23";"13000";"2004JJ00";"       .";"       .";"       .";"       ."
"1392";"   23";"13000";"2005JJ00";"      33";"      67";"      32";"      68"
"1393";"   23";"13000";"2006JJ00";"      26";"      74";"      30";"      70"
"1394";"   23";"13000";"2007JJ00";"      23";"      77";"      16";"      84"
"1395";"   23";"13000";"2008JJ00";"      24";"      76";"      17";"      83"
"1396";"   23";"13000";"2009JJ00";"      16";"      84";"      18";"      82"
"1397";"   23";"13000";"2010XX00";"       .";"       .";"       .";"       ."
"1398";"   23";"13000";"2010JJ00";"       .";"       .";"       .";"       ."
"1399";"   23";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
"1400";"   45";"10001";"2003JJ00";"       .";"       .";"       .";"       ."
"1401";"   45";"10001";"2004JJ00";"       .";"       .";"       .";"       ."
"1402";"   45";"10001";"2005JJ00";"      10";"      90";"      11";"      89"
"1403";"   45";"10001";"2006JJ00";"      10";"      90";"      10";"      90"
"1404";"   45";"10001";"2007JJ00";"      10";"      90";"      10";"      90"
"1405";"   45";"10001";"2008JJ00";"      10";"      90";"      10";"      90"
"1406";"   45";"10001";"2009JJ00";"       9";"      91";"      10";"      90"
"1407";"   45";"10001";"2010XX00";"       .";"       .";"       .";"       ."
"1408";"   45";"10001";"2010JJ00";"       .";"       .";"       .";"       ."
"1409";"   45";"10001";"2012JJ00";"       .";"       .";"       .";"       ."
"1410";"   45";"15400";"2003JJ00";"       .";"       .";"       .";"       ."
"1411";"   45";"15400";"2004JJ00";"       .";"       .";"       .";"       ."
"1412";"   45";"15400";"2005JJ00";"       9";"      91";"      11";"      89"
"1413";"   45";"15400";"2006JJ00";"       8";"      92";"      10";"      90"
"1414";"   45";"15400";"2007JJ00";"       8";"      92";"      10";"      90"
"1415";"   45";"15400";"2008JJ00";"      10";"      90";"       9";"      91"
"1416";"   45";"15400";"2009JJ00";"       8";"      92";"      10";"      90"
"1417";"   45";"15400";"2010XX00";"       .";"       .";"       .";"       ."
"1418";"   45";"15400";"2010JJ00";"       .";"       .";"       .";"       ."
"1419";"   45";"15400";"2012JJ00";"       .";"       .";"       .";"       ."
"1420";"   45";"15450";"2003JJ00";"       .";"       .";"       .";"       ."
"1421";"   45";"15450";"2004JJ00";"       .";"       .";"       .";"       ."
"1422";"   45";"15450";"2005JJ00";"      11";"      89";"      11";"      89"
"1423";"   45";"15450";"2006JJ00";"      11";"      89";"      11";"      89"
"1424";"   45";"15450";"2007JJ00";"      11";"      89";"      11";"      89"
"1425";"   45";"15450";"2008JJ00";"       9";"      91";"      10";"      90"
"1426";"   45";"15450";"2009JJ00";"      11";"      89";"      11";"      89"
"1427";"   45";"15450";"2010XX00";"       .";"       .";"       .";"       ."
"1428";"   45";"15450";"2010JJ00";"       .";"       .";"       .";"       ."
"1429";"   45";"15450";"2012JJ00";"       .";"       .";"       .";"       ."
"1430";"   45";"53110";"2003JJ00";"       .";"       .";"       .";"       ."
"1431";"   45";"53110";"2004JJ00";"       .";"       .";"       .";"       ."
"1432";"   45";"53110";"2005JJ00";"       9";"      91";"      11";"      89"
"1433";"   45";"53110";"2006JJ00";"       8";"      92";"      10";"      90"
"1434";"   45";"53110";"2007JJ00";"       8";"      92";"      11";"      89"
"1435";"   45";"53110";"2008JJ00";"       7";"      93";"       8";"      92"
"1436";"   45";"53110";"2009JJ00";"       9";"      91";"      11";"      89"
"1437";"   45";"53110";"2010XX00";"       .";"       .";"       .";"       ."
"1438";"   45";"53110";"2010JJ00";"       .";"       .";"       .";"       ."
"1439";"   45";"53110";"2012JJ00";"       .";"       .";"       .";"       ."
"1440";"   45";"53705";"2003JJ00";"       .";"       .";"       .";"       ."
"1441";"   45";"53705";"2004JJ00";"       .";"       .";"       .";"       ."
"1442";"   45";"53705";"2005JJ00";"       9";"      91";"      12";"      88"
"1443";"   45";"53705";"2006JJ00";"       9";"      91";"      11";"      89"
"1444";"   45";"53705";"2007JJ00";"       8";"      92";"      12";"      88"
"1445";"   45";"53705";"2008JJ00";"       9";"      91";"      10";"      90"
"1446";"   45";"53705";"2009JJ00";"       9";"      91";"      12";"      88"
"1447";"   45";"53705";"2010XX00";"       .";"       .";"       .";"       ."
"1448";"   45";"53705";"2010JJ00";"       .";"       .";"       .";"       ."
"1449";"   45";"53705";"2012JJ00";"       .";"       .";"       .";"       ."
"1450";"   45";"53850";"2003JJ00";"       .";"       .";"       .";"       ."
"1451";"   45";"53850";"2004JJ00";"       .";"       .";"       .";"       ."
"1452";"   45";"53850";"2005JJ00";"      12";"      88";"      12";"      88"
