"ID";"Gezondheid";"Persoonskenmerken";"Perioden";"NietZoGelukkig_1";"Gelukkig_2";"NietZoTevredenMetHetLeven_3";"TevredenMetHetLeven_4"
"1453";"   45";"53850";"2006JJ00";"      11";"      89";"      11";"      89"
"1454";"   45";"53850";"2007JJ00";"      11";"      89";"      10";"      90"
"1455";"   45";"53850";"2008JJ00";"      11";"      89";"      10";"      90"
"1456";"   45";"53850";"2009JJ00";"      10";"      90";"      10";"      90"
"1457";"   45";"53850";"2010XX00";"       .";"       .";"       .";"       ."
"1458";"   45";"53850";"2010JJ00";"       .";"       .";"       .";"       ."
"1459";"   45";"53850";"2012JJ00";"       .";"       .";"       .";"       ."
"1460";"   45";"15700";"2003JJ00";"       .";"       .";"       .";"       ."
"1461";"   45";"15700";"2004JJ00";"       .";"       .";"       .";"       ."
"1462";"   45";"15700";"2005JJ00";"      11";"      89";"       8";"      92"
"1463";"   45";"15700";"2006JJ00";"      11";"      89";"       8";"      92"
"1464";"   45";"15700";"2007JJ00";"      12";"      88";"       9";"      91"
"1465";"   45";"15700";"2008JJ00";"      10";"      90";"      10";"      90"
"1466";"   45";"15700";"2009JJ00";"      10";"      90";"       8";"      92"
"1467";"   45";"15700";"2010XX00";"       .";"       .";"       .";"       ."
"1468";"   45";"15700";"2010JJ00";"       .";"       .";"       .";"       ."
"1469";"   45";"15700";"2012JJ00";"       .";"       .";"       .";"       ."
"1470";"   45";"12600";"2003JJ00";"       .";"       .";"       .";"       ."
"1471";"   45";"12600";"2004JJ00";"       .";"       .";"       .";"       ."
"1472";"   45";"12600";"2005JJ00";"      10";"      90";"      11";"      89"
"1473";"   45";"12600";"2006JJ00";"       9";"      91";"       9";"      91"
"1474";"   45";"12600";"2007JJ00";"       8";"      92";"      10";"      90"
"1475";"   45";"12600";"2008JJ00";"       9";"      91";"       9";"      91"
"1476";"   45";"12600";"2009JJ00";"       9";"      91";"       9";"      91"
"1477";"   45";"12600";"2010XX00";"       .";"       .";"       .";"       ."
"1478";"   45";"12600";"2010JJ00";"       .";"       .";"       .";"       ."
"1479";"   45";"12600";"2012JJ00";"       .";"       .";"       .";"       ."
"1480";"   45";"12650";"2003JJ00";"       .";"       .";"       .";"       ."
"1481";"   45";"12650";"2004JJ00";"       .";"       .";"       .";"       ."
"1482";"   45";"12650";"2005JJ00";"      14";"      86";"      14";"      86"
"1483";"   45";"12650";"2006JJ00";"      13";"      87";"      11";"      89"
"1484";"   45";"12650";"2007JJ00";"      15";"      85";"      14";"      86"
"1485";"   45";"12650";"2008JJ00";"      14";"      86";"      11";"      89"
"1486";"   45";"12650";"2009JJ00";"      10";"      90";"      15";"      85"
"1487";"   45";"12650";"2010XX00";"       .";"       .";"       .";"       ."
"1488";"   45";"12650";"2010JJ00";"       .";"       .";"       .";"       ."
"1489";"   45";"12650";"2012JJ00";"       .";"       .";"       .";"       ."
"1490";"   45";"13000";"2003JJ00";"       .";"       .";"       .";"       ."
"1491";"   45";"13000";"2004JJ00";"       .";"       .";"       .";"       ."
"1492";"   45";"13000";"2005JJ00";"      14";"      86";"      13";"      87"
"1493";"   45";"13000";"2006JJ00";"      16";"      84";"      24";"      76"
"1494";"   45";"13000";"2007JJ00";"      20";"      80";"      19";"      81"
"1495";"   45";"13000";"2008JJ00";"      16";"      84";"      14";"      86"
"1496";"   45";"13000";"2009JJ00";"      19";"      81";"      22";"      78"
"1497";"   45";"13000";"2010XX00";"       .";"       .";"       .";"       ."
"1498";"   45";"13000";"2010JJ00";"       .";"       .";"       .";"       ."
"1499";"   45";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
