"ID";"EconomischeRisicoS";"Persoonskenmerken";"Perioden";"NietZoGelukkig_1";"Gelukkig_2";"NietZoTevredenMetHetLeven_3";"TevredenMetHetLeven_4"
"384";"  789";"12650";"2007JJ00";"      22";"      78";"      21";"      79"
"385";"  789";"12650";"2008JJ00";"      14";"      86";"      20";"      80"
"386";"  789";"12650";"2009JJ00";"      17";"      83";"      21";"      79"
"387";"  789";"12650";"2010XX00";"       .";"       .";"       .";"       ."
"388";"  789";"12650";"2010JJ00";"      19";"      81";"      19";"      81"
"389";"  789";"12650";"2012JJ00";"       .";"       .";"       .";"       ."
"390";"  789";"13000";"2003JJ00";"       .";"       .";"       .";"       ."
"391";"  789";"13000";"2004JJ00";"       .";"       .";"       .";"       ."
"392";"  789";"13000";"2005JJ00";"       .";"       .";"       .";"       ."
"393";"  789";"13000";"2006JJ00";"      28";"      72";"      31";"      69"
"394";"  789";"13000";"2007JJ00";"      33";"      67";"      28";"      72"
"395";"  789";"13000";"2008JJ00";"      27";"      73";"      23";"      77"
"396";"  789";"13000";"2009JJ00";"      24";"      76";"      25";"      75"
"397";"  789";"13000";"2010XX00";"      24";"      76";"      22";"      78"
"398";"  789";"13000";"2010JJ00";"      30";"      70";"      24";"      76"
"399";"  789";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
"400";" 1234";"10001";"2003JJ00";"       .";"       .";"       .";"       ."
"401";" 1234";"10001";"2004JJ00";"       .";"       .";"       .";"       ."
"402";" 1234";"10001";"2005JJ00";"       .";"       .";"       .";"       ."
"403";" 1234";"10001";"2006JJ00";"      10";"      90";"      12";"      88"
"404";" 1234";"10001";"2007JJ00";"      11";"      89";"      11";"      89"
"405";" 1234";"10001";"2008JJ00";"      11";"      89";"      11";"      89"
"406";" 1234";"10001";"2009JJ00";"      10";"      90";"      12";"      88"
"407";" 1234";"10001";"2010XX00";"      12";"      88";"      12";"      88"
"408";" 1234";"10001";"2010JJ00";"      15";"      85";"      14";"      86"
"409";" 1234";"10001";"2012JJ00";"      15";"      85";"      15";"      85"
"410";" 1234";"15400";"2003JJ00";"       .";"       .";"       .";"       ."
"411";" 1234";"15400";"2004JJ00";"       .";"       .";"       .";"       ."
"412";" 1234";"15400";"2005JJ00";"       .";"       .";"       .";"       ."
"413";" 1234";"15400";"2006JJ00";"       8";"      92";"      11";"      89"
"414";" 1234";"15400";"2007JJ00";"      10";"      90";"      11";"      89"
"415";" 1234";"15400";"2008JJ00";"      10";"      90";"      10";"      90"
"416";" 1234";"15400";"2009JJ00";"       9";"      91";"      11";"      89"
"417";" 1234";"15400";"2010XX00";"      10";"      90";"      11";"      89"
"418";" 1234";"15400";"2010JJ00";"      13";"      87";"      13";"      87"
"419";" 1234";"15400";"2012JJ00";"      16";"      84";"      15";"      85"
"420";" 1234";"15450";"2003JJ00";"       .";"       .";"       .";"       ."
"421";" 1234";"15450";"2004JJ00";"       .";"       .";"       .";"       ."
"422";" 1234";"15450";"2005JJ00";"       .";"       .";"       .";"       ."
"423";" 1234";"15450";"2006JJ00";"      13";"      87";"      13";"      87"
"424";" 1234";"15450";"2007JJ00";"      13";"      87";"      13";"      87"
"425";" 1234";"15450";"2008JJ00";"      12";"      88";"      11";"      89"
"426";" 1234";"15450";"2009JJ00";"      13";"      87";"      13";"      87"
"427";" 1234";"15450";"2010XX00";"      14";"      86";"      13";"      87"
"428";" 1234";"15450";"2010JJ00";"      18";"      82";"      15";"      85"
"429";" 1234";"15450";"2012JJ00";"      14";"      86";"      14";"      86"
"430";" 1234";"53110";"2003JJ00";"       .";"       .";"       .";"       ."
"431";" 1234";"53110";"2004JJ00";"       .";"       .";"       .";"       ."
"432";" 1234";"53110";"2005JJ00";"       .";"       .";"       .";"       ."
"433";" 1234";"53110";"2006JJ00";"       6";"      94";"      10";"      90"
"434";" 1234";"53110";"2007JJ00";"       8";"      92";"       9";"      91"
"435";" 1234";"53110";"2008JJ00";"       5";"      95";"       9";"      91"
"436";" 1234";"53110";"2009JJ00";"       7";"      93";"      10";"      90"
"437";" 1234";"53110";"2010XX00";"       8";"      92";"       9";"      91"
"438";" 1234";"53110";"2010JJ00";"      11";"      89";"      12";"      88"
"439";" 1234";"53110";"2012JJ00";"      10";"      90";"      11";"      89"
"440";" 1234";"53705";"2003JJ00";"       .";"       .";"       .";"       ."
"441";" 1234";"53705";"2004JJ00";"       .";"       .";"       .";"       ."
"442";" 1234";"53705";"2005JJ00";"       .";"       .";"       .";"       ."
"443";" 1234";"53705";"2006JJ00";"      10";"      90";"      12";"      88"
"444";" 1234";"53705";"2007JJ00";"       9";"      91";"      11";"      89"
"445";" 1234";"53705";"2008JJ00";"      11";"      89";"      11";"      89"
"446";" 1234";"53705";"2009JJ00";"      10";"      90";"      13";"      87"
"447";" 1234";"53705";"2010XX00";"       9";"      91";"      12";"      88"
"448";" 1234";"53705";"2010JJ00";"      14";"      86";"      13";"      87"
"449";" 1234";"53705";"2012JJ00";"      13";"      87";"      15";"      85"
"450";" 1234";"53850";"2003JJ00";"       .";"       .";"       .";"       ."
"451";" 1234";"53850";"2004JJ00";"       .";"       .";"       .";"       ."
"452";" 1234";"53850";"2005JJ00";"       .";"       .";"       .";"       ."
"453";" 1234";"53850";"2006JJ00";"      10";"      90";"      12";"      88"
"454";" 1234";"53850";"2007JJ00";"      12";"      88";"      12";"      88"
"455";" 1234";"53850";"2008JJ00";"      12";"      88";"      11";"      89"
"456";" 1234";"53850";"2009JJ00";"      11";"      89";"      12";"      88"
"457";" 1234";"53850";"2010XX00";"      12";"      88";"      12";"      88"
"458";" 1234";"53850";"2010JJ00";"      15";"      85";"      14";"      86"
"459";" 1234";"53850";"2012JJ00";"      21";"      79";"      20";"      80"
"460";" 1234";"15700";"2003JJ00";"       .";"       .";"       .";"       ."
"461";" 1234";"15700";"2004JJ00";"       .";"       .";"       .";"       ."
"462";" 1234";"15700";"2005JJ00";"       .";"       .";"       .";"       ."
"463";" 1234";"15700";"2006JJ00";"      16";"      84";"      12";"      88"
"464";" 1234";"15700";"2007JJ00";"      17";"      83";"      14";"      86"
"465";" 1234";"15700";"2008JJ00";"      17";"      83";"      12";"      88"
"466";" 1234";"15700";"2009JJ00";"      16";"      84";"      13";"      87"
"467";" 1234";"15700";"2010XX00";"      19";"      81";"      14";"      86"
"468";" 1234";"15700";"2010JJ00";"      21";"      79";"      17";"      83"
"469";" 1234";"15700";"2012JJ00";"      16";"      84";"      12";"      88"
"470";" 1234";"12600";"2003JJ00";"       .";"       .";"       .";"       ."
"471";" 1234";"12600";"2004JJ00";"       .";"       .";"       .";"       ."
"472";" 1234";"12600";"2005JJ00";"       .";"       .";"       .";"       ."
"473";" 1234";"12600";"2006JJ00";"       9";"      91";"      10";"      90"
"474";" 1234";"12600";"2007JJ00";"      10";"      90";"      11";"      89"
"475";" 1234";"12600";"2008JJ00";"      10";"      90";"      10";"      90"
"476";" 1234";"12600";"2009JJ00";"      10";"      90";"      10";"      90"
"477";" 1234";"12600";"2010XX00";"      10";"      90";"      10";"      90"
"478";" 1234";"12600";"2010JJ00";"      14";"      86";"      13";"      87"
"479";" 1234";"12600";"2012JJ00";"      15";"      85";"      14";"      86"
"480";" 1234";"12650";"2003JJ00";"       .";"       .";"       .";"       ."
"481";" 1234";"12650";"2004JJ00";"       .";"       .";"       .";"       ."
"482";" 1234";"12650";"2005JJ00";"       .";"       .";"       .";"       ."
"483";" 1234";"12650";"2006JJ00";"      11";"      89";"      16";"      84"
"484";" 1234";"12650";"2007JJ00";"      13";"      87";"      14";"      86"
"485";" 1234";"12650";"2008JJ00";"      15";"      85";"      14";"      86"
"486";" 1234";"12650";"2009JJ00";"      10";"      90";"      15";"      85"
"487";" 1234";"12650";"2010XX00";"      14";"      86";"      16";"      84"
"488";" 1234";"12650";"2010JJ00";"      20";"      80";"      17";"      83"
"489";" 1234";"12650";"2012JJ00";"      18";"      82";"      16";"      84"
"490";" 1234";"13000";"2003JJ00";"       .";"       .";"       .";"       ."
"491";" 1234";"13000";"2004JJ00";"       .";"       .";"       .";"       ."
"492";" 1234";"13000";"2005JJ00";"       .";"       .";"       .";"       ."
"493";" 1234";"13000";"2006JJ00";"      16";"      84";"      24";"      76"
"494";" 1234";"13000";"2007JJ00";"      19";"      81";"      12";"      88"
"495";" 1234";"13000";"2008JJ00";"      20";"      80";"      16";"      84"
"496";" 1234";"13000";"2009JJ00";"      21";"      79";"      24";"      76"
"497";" 1234";"13000";"2010XX00";"      23";"      77";"      23";"      77"
"498";" 1234";"13000";"2010JJ00";"      21";"      79";"      17";"      83"
"499";" 1234";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
"500";" 5678";"10001";"2003JJ00";"       8";"      92";"       8";"      92"
"501";" 5678";"10001";"2004JJ00";"       8";"      92";"       8";"      92"
"502";" 5678";"10001";"2005JJ00";"       8";"      92";"       9";"      91"
"503";" 5678";"10001";"2006JJ00";"       7";"      93";"       9";"      91"
"504";" 5678";"10001";"2007JJ00";"       8";"      92";"       9";"      91"
"505";" 5678";"10001";"2008JJ00";"       8";"      92";"       8";"      92"
"506";" 5678";"10001";"2009JJ00";"       .";"       .";"       .";"       ."
"507";" 5678";"10001";"2010XX00";"       7";"      93";"       8";"      92"
"508";" 5678";"10001";"2010JJ00";"      10";"      90";"       9";"      91"
"509";" 5678";"10001";"2012JJ00";"       .";"       .";"       .";"       ."
"510";" 5678";"15400";"2003JJ00";"       8";"      92";"       8";"      92"
"511";" 5678";"15400";"2004JJ00";"       7";"      93";"       8";"      92"
"512";" 5678";"15400";"2005JJ00";"       9";"      91";"       9";"      91"
"513";" 5678";"15400";"2006JJ00";"       7";"      93";"       9";"      91"
"514";" 5678";"15400";"2007JJ00";"       8";"      92";"       9";"      91"
"515";" 5678";"15400";"2008JJ00";"       8";"      92";"       7";"      93"
"516";" 5678";"15400";"2009JJ00";"       .";"       .";"       .";"       ."
"517";" 5678";"15400";"2010XX00";"       6";"      94";"       8";"      92"
"518";" 5678";"15400";"2010JJ00";"       9";"      91";"       9";"      91"
"519";" 5678";"15400";"2012JJ00";"       .";"       .";"       .";"       ."
"520";" 5678";"15450";"2003JJ00";"      10";"      90";"       9";"      91"
"521";" 5678";"15450";"2004JJ00";"      10";"      90";"      10";"      90"
"522";" 5678";"15450";"2005JJ00";"       7";"      93";"       8";"      92"
"523";" 5678";"15450";"2006JJ00";"      10";"      90";"      10";"      90"
"524";" 5678";"15450";"2007JJ00";"      11";"      89";"      13";"      87"
"525";" 5678";"15450";"2008JJ00";"       7";"      93";"      11";"      89"
"526";" 5678";"15450";"2009JJ00";"       .";"       .";"       .";"       ."
"527";" 5678";"15450";"2010XX00";"       8";"      92";"       9";"      91"
"528";" 5678";"15450";"2010JJ00";"      15";"      85";"      12";"      88"
"529";" 5678";"15450";"2012JJ00";"       .";"       .";"       .";"       ."
"530";" 5678";"53110";"2003JJ00";"       6";"      94";"       7";"      93"
"531";" 5678";"53110";"2004JJ00";"       8";"      92";"       8";"      92"
"532";" 5678";"53110";"2005JJ00";"       7";"      93";"       9";"      91"
"533";" 5678";"53110";"2006JJ00";"       6";"      94";"       9";"      91"
"534";" 5678";"53110";"2007JJ00";"       8";"      92";"       7";"      93"
"535";" 5678";"53110";"2008JJ00";"       5";"      95";"       7";"      93"
"536";" 5678";"53110";"2009JJ00";"       .";"       .";"       .";"       ."
"537";" 5678";"53110";"2010XX00";"       4";"      96";"       5";"      95"
"538";" 5678";"53110";"2010JJ00";"       8";"      92";"      10";"      90"
"539";" 5678";"53110";"2012JJ00";"       .";"       .";"       .";"       ."
"540";" 5678";"53705";"2003JJ00";"       9";"      91";"       9";"      91"
"541";" 5678";"53705";"2004JJ00";"       8";"      92";"       8";"      92"
"542";" 5678";"53705";"2005JJ00";"       9";"      91";"       9";"      91"
"543";" 5678";"53705";"2006JJ00";"       8";"      92";"      10";"      90"
"544";" 5678";"53705";"2007JJ00";"       8";"      92";"      10";"      90"
"545";" 5678";"53705";"2008JJ00";"      10";"      90";"       9";"      91"
"546";" 5678";"53705";"2009JJ00";"       .";"       .";"       .";"       ."
"547";" 5678";"53705";"2010XX00";"       9";"      91";"      12";"      88"
"548";" 5678";"53705";"2010JJ00";"      11";"      89";"       9";"      91"
"549";" 5678";"53705";"2012JJ00";"       .";"       .";"       .";"       ."
"550";" 5678";"53850";"2003JJ00";"       9";"      91";"       9";"      91"
"551";" 5678";"53850";"2004JJ00";"       9";"      91";"       9";"      91"
"552";" 5678";"53850";"2005JJ00";"       9";"      91";"       9";"      91"
"553";" 5678";"53850";"2006JJ00";"       8";"      92";"       9";"      91"
"554";" 5678";"53850";"2007JJ00";"      11";"      89";"      11";"      89"
"555";" 5678";"53850";"2008JJ00";"       6";"      94";"       6";"      94"
"556";" 5678";"53850";"2009JJ00";"       .";"       .";"       .";"       ."
"557";" 5678";"53850";"2010XX00";"       6";"      94";"       6";"      94"
"558";" 5678";"53850";"2010JJ00";"      12";"      88";"      10";"      90"
"559";" 5678";"53850";"2012JJ00";"       .";"       .";"       .";"       ."
"560";" 5678";"15700";"2003JJ00";"       .";"       .";"       .";"       ."
"561";" 5678";"15700";"2004JJ00";"       .";"       .";"       .";"       ."
"562";" 5678";"15700";"2005JJ00";"       .";"       .";"       .";"       ."
"563";" 5678";"15700";"2006JJ00";"       .";"       .";"       .";"       ."
"564";" 5678";"15700";"2007JJ00";"       .";"       .";"       .";"       ."
"565";" 5678";"15700";"2008JJ00";"       .";"       .";"       .";"       ."
"566";" 5678";"15700";"2009JJ00";"       .";"       .";"       .";"       ."
"567";" 5678";"15700";"2010XX00";"       .";"       .";"       .";"       ."
"568";" 5678";"15700";"2010JJ00";"       .";"       .";"       .";"       ."
"569";" 5678";"15700";"2012JJ00";"       .";"       .";"       .";"       ."
"570";" 5678";"12600";"2003JJ00";"       7";"      93";"       7";"      93"
"571";" 5678";"12600";"2004JJ00";"       7";"      93";"       8";"      92"
"572";" 5678";"12600";"2005JJ00";"       7";"      93";"       8";"      92"
"573";" 5678";"12600";"2006JJ00";"       6";"      94";"       8";"      92"
"574";" 5678";"12600";"2007JJ00";"       8";"      92";"       9";"      91"
"575";" 5678";"12600";"2008JJ00";"       6";"      94";"       6";"      94"
"576";" 5678";"12600";"2009JJ00";"       .";"       .";"       .";"       ."
"577";" 5678";"12600";"2010XX00";"       6";"      94";"       7";"      93"
"578";" 5678";"12600";"2010JJ00";"       9";"      91";"       9";"      91"
"579";" 5678";"12600";"2012JJ00";"       .";"       .";"       .";"       ."
"580";" 5678";"12650";"2003JJ00";"      12";"      88";"      10";"      90"
"581";" 5678";"12650";"2004JJ00";"       9";"      91";"      10";"      90"
"582";" 5678";"12650";"2005JJ00";"      13";"      87";"      14";"      86"
"583";" 5678";"12650";"2006JJ00";"       9";"      91";"      11";"      89"
"584";" 5678";"12650";"2007JJ00";"       8";"      92";"      12";"      88"
"585";" 5678";"12650";"2008JJ00";"      15";"      85";"      14";"      86"
"586";" 5678";"12650";"2009JJ00";"       .";"       .";"       .";"       ."
"587";" 5678";"12650";"2010XX00";"       .";"       .";"       .";"       ."
"588";" 5678";"12650";"2010JJ00";"      16";"      84";"      12";"      88"
"589";" 5678";"12650";"2012JJ00";"       .";"       .";"       .";"       ."
"590";" 5678";"13000";"2003JJ00";"      20";"      80";"      18";"      82"
"591";" 5678";"13000";"2004JJ00";"      16";"      84";"      15";"      85"
"592";" 5678";"13000";"2005JJ00";"      22";"      78";"      14";"      86"
"593";" 5678";"13000";"2006JJ00";"      14";"      86";"      22";"      78"
"594";" 5678";"13000";"2007JJ00";"      18";"      82";"      12";"      88"
"595";" 5678";"13000";"2008JJ00";"      16";"      84";"      12";"      88"
"596";" 5678";"13000";"2009JJ00";"       .";"       .";"       .";"       ."
"597";" 5678";"13000";"2010XX00";"       .";"       .";"       .";"       ."
"598";" 5678";"13000";"2010JJ00";"      12";"      88";"      12";"      88"
"599";" 5678";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
"600";" 9012";"10001";"2003JJ00";"       9";"      91";"      10";"      90"
"601";" 9012";"10001";"2004JJ00";"       9";"      91";"      11";"      89"
"602";" 9012";"10001";"2005JJ00";"       9";"      91";"      11";"      89"
"603";" 9012";"10001";"2006JJ00";"       8";"      92";"      11";"      89"
"604";" 9012";"10001";"2007JJ00";"       8";"      92";"      10";"      90"
"605";" 9012";"10001";"2008JJ00";"       9";"      91";"      10";"      90"
"606";" 9012";"10001";"2009JJ00";"       .";"       .";"       .";"       ."
"607";" 9012";"10001";"2010XX00";"       9";"      91";"      12";"      88"
"608";" 9012";"10001";"2010JJ00";"      12";"      88";"      12";"      88"
"609";" 9012";"10001";"2012JJ00";"       .";"       .";"       .";"       ."
"610";" 9012";"15400";"2003JJ00";"      12";"      88";"      13";"      87"
"611";" 9012";"15400";"2004JJ00";"      11";"      89";"      14";"      86"
"612";" 9012";"15400";"2005JJ00";"      10";"      90";"       9";"      91"
"613";" 9012";"15400";"2006JJ00";"       8";"      92";"      10";"      90"
"614";" 9012";"15400";"2007JJ00";"      11";"      89";"      12";"      88"
"615";" 9012";"15400";"2008JJ00";"      11";"      89";"      11";"      89"
"616";" 9012";"15400";"2009JJ00";"       .";"       .";"       .";"       ."
"617";" 9012";"15400";"2010XX00";"      12";"      88";"      12";"      88"
"618";" 9012";"15400";"2010JJ00";"      12";"      88";"      14";"      86"
"619";" 9012";"15400";"2012JJ00";"       .";"       .";"       .";"       ."
"620";" 9012";"15450";"2003JJ00";"       8";"      92";"       9";"      91"
"621";" 9012";"15450";"2004JJ00";"       9";"      91";"      11";"      89"
"622";" 9012";"15450";"2005JJ00";"       9";"      91";"      11";"      89"
"623";" 9012";"15450";"2006JJ00";"       8";"      92";"      11";"      89"
"624";" 9012";"15450";"2007JJ00";"       7";"      93";"       9";"      91"
"625";" 9012";"15450";"2008JJ00";"       8";"      92";"       9";"      91"
"626";" 9012";"15450";"2009JJ00";"       .";"       .";"       .";"       ."
"627";" 9012";"15450";"2010XX00";"       8";"      92";"      12";"      88"
"628";" 9012";"15450";"2010JJ00";"      12";"      88";"      12";"      88"
"629";" 9012";"15450";"2012JJ00";"       .";"       .";"       .";"       ."
"630";" 9012";"53110";"2003JJ00";"       8";"      92";"      10";"      90"
"631";" 9012";"53110";"2004JJ00";"       8";"      92";"      10";"      90"
"632";" 9012";"53110";"2005JJ00";"       8";"      92";"      10";"      90"
"633";" 9012";"53110";"2006JJ00";"       5";"      95";"       9";"      91"
"634";" 9012";"53110";"2007JJ00";"       8";"      92";"       9";"      91"
"635";" 9012";"53110";"2008JJ00";"       5";"      95";"       9";"      91"
"636";" 9012";"53110";"2009JJ00";"       .";"       .";"       .";"       ."
"637";" 9012";"53110";"2010XX00";"       7";"      93";"       9";"      91"
"638";" 9012";"53110";"2010JJ00";"      11";"      89";"      10";"      90"
"639";" 9012";"53110";"2012JJ00";"       .";"       .";"       .";"       ."
"640";" 9012";"53705";"2003JJ00";"       8";"      92";"      11";"      89"
"641";" 9012";"53705";"2004JJ00";"       9";"      91";"      12";"      88"
"642";" 9012";"53705";"2005JJ00";"      10";"      90";"      12";"      88"
"643";" 9012";"53705";"2006JJ00";"      10";"      90";"      13";"      87"
"644";" 9012";"53705";"2007JJ00";"       7";"      93";"      11";"      89"
"645";" 9012";"53705";"2008JJ00";"      11";"      89";"      11";"      89"
"646";" 9012";"53705";"2009JJ00";"       .";"       .";"       .";"       ."
"647";" 9012";"53705";"2010XX00";"       9";"      91";"      13";"      87"
"648";" 9012";"53705";"2010JJ00";"      12";"      88";"      14";"      86"
"649";" 9012";"53705";"2012JJ00";"       .";"       .";"       .";"       ."
"650";" 9012";"53850";"2003JJ00";"      12";"      88";"      10";"      90"
"651";" 9012";"53850";"2004JJ00";"      13";"      87";"      12";"      88"
"652";" 9012";"53850";"2005JJ00";"      10";"      90";"       9";"      91"
"653";" 9012";"53850";"2006JJ00";"       9";"      91";"      10";"      90"
"654";" 9012";"53850";"2007JJ00";"      10";"      90";"      11";"      89"
"655";" 9012";"53850";"2008JJ00";"       9";"      91";"       9";"      91"
"656";" 9012";"53850";"2009JJ00";"       .";"       .";"       .";"       ."
"657";" 9012";"53850";"2010XX00";"      12";"      88";"      14";"      86"
"658";" 9012";"53850";"2010JJ00";"      14";"      86";"      13";"      87"
"659";" 9012";"53850";"2012JJ00";"       .";"       .";"       .";"       ."
"660";" 9012";"15700";"2003JJ00";"       .";"       .";"       .";"       ."
"661";" 9012";"15700";"2004JJ00";"       .";"       .";"       .";"       ."
"662";" 9012";"15700";"2005JJ00";"       .";"       .";"       .";"       ."
"663";" 9012";"15700";"2006JJ00";"       .";"       .";"       .";"       ."
"664";" 9012";"15700";"2007JJ00";"       .";"       .";"       .";"       ."
"665";" 9012";"15700";"2008JJ00";"       .";"       .";"       .";"       ."
"666";" 9012";"15700";"2009JJ00";"       .";"       .";"       .";"       ."
"667";" 9012";"15700";"2010XX00";"       .";"       .";"       .";"       ."
"668";" 9012";"15700";"2010JJ00";"       .";"       .";"       .";"       ."
"669";" 9012";"15700";"2012JJ00";"       .";"       .";"       .";"       ."
"670";" 9012";"12600";"2003JJ00";"       7";"      93";"      10";"      90"
"671";" 9012";"12600";"2004JJ00";"       8";"      92";"      10";"      90"
"672";" 9012";"12600";"2005JJ00";"       8";"      92";"       9";"      91"
"673";" 9012";"12600";"2006JJ00";"       8";"      92";"      10";"      90"
"674";" 9012";"12600";"2007JJ00";"       7";"      93";"      10";"      90"
"675";" 9012";"12600";"2008JJ00";"       7";"      93";"       9";"      91"
"676";" 9012";"12600";"2009JJ00";"       .";"       .";"       .";"       ."
"677";" 9012";"12600";"2010XX00";"       8";"      92";"      12";"      88"
"678";" 9012";"12600";"2010JJ00";"      11";"      89";"      12";"      88"
"679";" 9012";"12600";"2012JJ00";"       .";"       .";"       .";"       ."
"680";" 9012";"12650";"2003JJ00";"      12";"      88";"       9";"      91"
"681";" 9012";"12650";"2004JJ00";"      12";"      88";"      16";"      84"
"682";" 9012";"12650";"2005JJ00";"       6";"      94";"      10";"      90"
"683";" 9012";"12650";"2006JJ00";"       9";"      91";"      16";"      84"
"684";" 9012";"12650";"2007JJ00";"      10";"      90";"      12";"      88"
"685";" 9012";"12650";"2008JJ00";"      11";"      89";"       9";"      91"
"686";" 9012";"12650";"2009JJ00";"       .";"       .";"       .";"       ."
"687";" 9012";"12650";"2010XX00";"       .";"       .";"       .";"       ."
"688";" 9012";"12650";"2010JJ00";"      16";"      84";"      16";"      84"
"689";" 9012";"12650";"2012JJ00";"       .";"       .";"       .";"       ."
"690";" 9012";"13000";"2003JJ00";"      20";"      80";"      21";"      79"
"691";" 9012";"13000";"2004JJ00";"      16";"      84";"      22";"      78"
"692";" 9012";"13000";"2005JJ00";"      20";"      80";"      23";"      77"
"693";" 9012";"13000";"2006JJ00";"      11";"      89";"      19";"      81"
"694";" 9012";"13000";"2007JJ00";"      18";"      82";"      12";"      88"
"695";" 9012";"13000";"2008JJ00";"      20";"      80";"      19";"      81"
"696";" 9012";"13000";"2009JJ00";"       .";"       .";"       .";"       ."
"697";" 9012";"13000";"2010XX00";"       .";"       .";"       .";"       ."
"698";" 9012";"13000";"2010JJ00";"       .";"       .";"       .";"       ."
"699";" 9012";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
"700";" 3456";"10001";"2003JJ00";"      13";"      87";"      13";"      87"
"701";" 3456";"10001";"2004JJ00";"      10";"      90";"      13";"      87"
"702";" 3456";"10001";"2005JJ00";"      12";"      88";"      12";"      88"
"703";" 3456";"10001";"2006JJ00";"       9";"      91";"      13";"      87"
"704";" 3456";"10001";"2007JJ00";"       9";"      91";"      12";"      88"
"705";" 3456";"10001";"2008JJ00";"       8";"      92";"      12";"      88"
"706";" 3456";"10001";"2009JJ00";"       .";"       .";"       .";"       ."
"707";" 3456";"10001";"2010XX00";"       5";"      95";"       9";"      91"
"708";" 3456";"10001";"2010JJ00";"      20";"      80";"      18";"      82"
"709";" 3456";"10001";"2012JJ00";"       .";"       .";"       .";"       ."
"710";" 3456";"15400";"2003JJ00";"      15";"      85";"      13";"      87"
"711";" 3456";"15400";"2004JJ00";"      12";"      88";"      15";"      85"
"712";" 3456";"15400";"2005JJ00";"      18";"      82";"      16";"      84"
"713";" 3456";"15400";"2006JJ00";"      11";"      89";"      15";"      85"
"714";" 3456";"15400";"2007JJ00";"      12";"      88";"      13";"      87"
"715";" 3456";"15400";"2008JJ00";"      11";"      89";"      15";"      85"
"716";" 3456";"15400";"2009JJ00";"       .";"       .";"       .";"       ."
"717";" 3456";"15400";"2010XX00";"       .";"       .";"       .";"       ."
"718";" 3456";"15400";"2010JJ00";"      21";"      79";"      20";"      80"
"719";" 3456";"15400";"2012JJ00";"       .";"       .";"       .";"       ."
"720";" 3456";"15450";"2003JJ00";"      12";"      88";"      14";"      86"
"721";" 3456";"15450";"2004JJ00";"       9";"      91";"      10";"      90"
"722";" 3456";"15450";"2005JJ00";"       7";"      93";"       9";"      91"
"723";" 3456";"15450";"2006JJ00";"       8";"      92";"      12";"      88"
"724";" 3456";"15450";"2007JJ00";"       5";"      95";"      12";"      88"
"725";" 3456";"15450";"2008JJ00";"       5";"      95";"       9";"      91"
"726";" 3456";"15450";"2009JJ00";"       .";"       .";"       .";"       ."
"727";" 3456";"15450";"2010XX00";"       .";"       .";"       .";"       ."
"728";" 3456";"15450";"2010JJ00";"      18";"      82";"      16";"      84"
"729";" 3456";"15450";"2012JJ00";"       .";"       .";"       .";"       ."
"730";" 3456";"53110";"2003JJ00";"      13";"      87";"      13";"      87"
"731";" 3456";"53110";"2004JJ00";"      11";"      89";"      14";"      86"
"732";" 3456";"53110";"2005JJ00";"      12";"      88";"      12";"      88"
"733";" 3456";"53110";"2006JJ00";"       9";"      91";"      13";"      87"
"734";" 3456";"53110";"2007JJ00";"       7";"      93";"      12";"      88"
"735";" 3456";"53110";"2008JJ00";"       9";"      91";"      12";"      88"
"736";" 3456";"53110";"2009JJ00";"       .";"       .";"       .";"       ."
"737";" 3456";"53110";"2010XX00";"       .";"       .";"       .";"       ."
"738";" 3456";"53110";"2010JJ00";"      12";"      88";"      15";"      85"
"739";" 3456";"53110";"2012JJ00";"       .";"       .";"       .";"       ."
"740";" 3456";"53705";"2003JJ00";"      13";"      87";"      14";"      86"
"741";" 3456";"53705";"2004JJ00";"      11";"      89";"      10";"      90"
"742";" 3456";"53705";"2005JJ00";"       .";"       .";"       .";"       ."
"743";" 3456";"53705";"2006JJ00";"       .";"       .";"       .";"       ."
"744";" 3456";"53705";"2007JJ00";"       .";"       .";"       .";"       ."
"745";" 3456";"53705";"2008JJ00";"       .";"       .";"       .";"       ."
"746";" 3456";"53705";"2009JJ00";"       .";"       .";"       .";"       ."
"747";" 3456";"53705";"2010XX00";"       .";"       .";"       .";"       ."
"748";" 3456";"53705";"2010JJ00";"       .";"       .";"       .";"       ."
"749";" 3456";"53705";"2012JJ00";"       .";"       .";"       .";"       ."
"750";" 3456";"53850";"2003JJ00";"       .";"       .";"       .";"       ."
"751";" 3456";"53850";"2004JJ00";"       .";"       .";"       .";"       ."
"752";" 3456";"53850";"2005JJ00";"       .";"       .";"       .";"       ."
"753";" 3456";"53850";"2006JJ00";"       .";"       .";"       .";"       ."
"754";" 3456";"53850";"2007JJ00";"       .";"       .";"       .";"       ."
"755";" 3456";"53850";"2008JJ00";"       .";"       .";"       .";"       ."
"756";" 3456";"53850";"2009JJ00";"       .";"       .";"       .";"       ."
"757";" 3456";"53850";"2010XX00";"       .";"       .";"       .";"       ."
"758";" 3456";"53850";"2010JJ00";"       .";"       .";"       .";"       ."
"759";" 3456";"53850";"2012JJ00";"       .";"       .";"       .";"       ."
"760";" 3456";"15700";"2003JJ00";"       .";"       .";"       .";"       ."
